OrigZoneNo,DestZoneNo,Index,Path_Volume,Path_UnloadedTime,Path_UnloadedSpeed,Path_LoadedTime,Path_LoadedSpeed,Links_Count,Links_MinCarCapacity,Links_MaxCarCapacity,Links_AvgCarCapacity,Links_SumCarCapacity,Links_MinLength,Links_MaxLength,Links_AvgLength,Links_SumLength,Links_MinOfCars,Links_MaxOfCars,Links_AvgOfCars,Links_SumOfCars,Links_MinLoadedSpeed,Links_MaxLoadedSpeed,Links_AvgLoadedSpeed,Links_MinUnloadedTime,Links_MaxUnloadedTime,Links_AvgUnloadedTime,Links_SumUnloadedTime,Links_MinLoadedTime,Links_MaxLoadedTime,Links_AvgLoadedTime,Links_SumLoadedTime,Links_ToNodeNo,Links_FromNodeNo
10,320,2,1462.0,11min 18s,35km/h,15min 34s,25km/h,31,500,2000,932,28900,0.014km,0.713km,0.198km,6.126km,76,1041,531,16476,18km/h,49km/h,33km/h,1s,51s,17s,8min 34s,1s,1min 49s,23s,11min 38s,"10000658,3081,2649,130,139,140,2784,141,175,144,157,3665,1000074,2752,158,823,1000066,3545,3266,817,3271,803,3272,806,808,2360,156604582,809,1000423,812,3290","3064,10000658,3081,2649,130,139,140,2784,141,175,144,157,3665,1000074,2752,158,823,1000066,3545,3266,817,3271,803,3272,806,808,2360,156604582,809,1000423,812"
10,320,3,0.026,11min 15s,37km/h,15min 34s,27km/h,27,500,2000,896,24200,0.014km,0.713km,0.233km,6.286km,77,1041,537,14505,18km/h,49km/h,33km/h,1s,51s,20s,8min 53s,1s,1min 49s,27s,12min 1s,"138,3351,3350,2754,145,144,157,3665,1000074,2752,158,823,1000066,3545,3266,817,3271,803,3272,806,808,2360,156604582,809,1000423,812,3290","137,138,3351,3350,2754,145,144,157,3665,1000074,2752,158,823,1000066,3545,3266,817,3271,803,3272,806,808,2360,156604582,809,1000423,812"
10,320,4,4308.0,11min 13s,36km/h,15min 33s,26km/h,29,500,2000,910,26400,0.014km,0.713km,0.216km,6.253km,143,1041,554,16057,18km/h,49km/h,33km/h,1s,51s,18s,8min 50s,1s,1min 49s,25s,12min 7s,"3404,130,139,140,2784,141,175,144,157,3665,1000074,2752,158,823,1000066,3545,3266,817,3271,803,3272,806,808,2360,156604582,809,1000423,812,3290","3077,3404,130,139,140,2784,141,175,144,157,3665,1000074,2752,158,823,1000066,3545,3266,817,3271,803,3272,806,808,2360,156604582,809,1000423,812"
10,330,1,7061.0,12min 9s,31km/h,15min 24s,24km/h,24,500,2000,792,19000,0.019km,0.713km,0.226km,5.422km,39,1041,397,9520,18km/h,43km/h,28km/h,1s,1min 15s,25s,10min,2s,1min 49s,30s,11min 54s,"138,3351,3350,2754,145,144,157,3665,1000074,2752,158,823,1003568,824,1000435,825,2823,827,829,10000631,3340,2824,831,1040","137,138,3351,3350,2754,145,144,157,3665,1000074,2752,158,823,1003568,824,1000435,825,2823,827,829,10000631,3340,2824,831"
10,330,2,2271.0,10min 42s,30km/h,15min 24s,21km/h,26,800,2000,908,23600,0.019km,0.713km,0.163km,4.244km,196,1041,474,12323,15km/h,43km/h,27km/h,1s,51s,18s,7min 39s,2s,1min 49s,22s,9min 32s,"138,2649,130,139,140,2784,141,175,144,157,3665,1000074,2752,158,823,1003568,824,1000435,825,2823,827,829,10000631,3340,2824,832","137,138,2649,130,139,140,2784,141,175,144,157,3665,1000074,2752,158,823,1003568,824,1000435,825,2823,827,829,10000631,3340,2824"
10,330,3,0.74,10min 45s,30km/h,15min 24s,21km/h,27,500,2000,870,23500,0.019km,0.713km,0.163km,4.399km,76,1041,427,11540,18km/h,43km/h,28km/h,1s,51s,18s,7min 58s,2s,1min 49s,22s,9min 46s,"10000658,3081,2649,130,139,140,2784,141,175,144,157,3665,1000074,2752,158,823,1003568,824,1000435,825,2823,827,829,10000631,3340,2824,832","3064,10000658,3081,2649,130,139,140,2784,141,175,144,157,3665,1000074,2752,158,823,1003568,824,1000435,825,2823,827,829,10000631,3340,2824"
10,340,1,4412.0,15min 5s,62km/h,16min 15s,57km/h,31,500,4200,1977,61300,0.013km,3.776km,0.432km,13.400km,77,3152,863,26758,18km/h,120km/h,51km/h,1s,1min 53s,24s,12min 9s,2s,1min 54s,25s,13min 4s,"138,3351,3350,2754,145,144,157,3665,10000664,966,3336,201,1000006,1000005,202,2779,923,924,3342,834,835,2578,836,857,849,850,848,1137,2453,2452,2480","137,138,3351,3350,2754,145,144,157,3665,10000664,966,3336,201,1000006,1000005,202,2779,923,924,3342,834,835,2578,836,857,849,850,848,1137,2453,2452"
10,340,2,21935.0,15min 5s,61km/h,16min 15s,56km/h,34,800,4200,1944,66100,0.013km,3.776km,0.385km,13.086km,156,3152,868,29513,15km/h,120km/h,48km/h,1s,1min 53s,20s,11min 31s,2s,1min 54s,22s,12min 26s,"138,2649,130,139,140,2784,141,175,144,157,3665,10000664,966,3336,201,1000006,1000005,202,2779,923,924,3342,834,835,2578,836,857,849,850,848,1137,2453,2452,2480","137,138,2649,130,139,140,2784,141,175,144,157,3665,10000664,966,3336,201,1000006,1000005,202,2779,923,924,3342,834,835,2578,836,857,849,850,848,1137,2453,2452"
10,340,3,2588.0,15min 7s,60km/h,16min 15s,56km/h,35,500,4200,1886,66000,0.013km,3.776km,0.378km,13.240km,76,3152,821,28729,18km/h,120km/h,48km/h,1s,1min 53s,20s,11min 49s,2s,1min 54s,22s,12min 40s,"10000658,3081,2649,130,139,140,2784,141,175,144,157,3665,10000664,966,3336,201,1000006,1000005,202,2779,923,924,3342,834,835,2578,836,857,849,850,848,1137,2453,2452,2480","3064,10000658,3081,2649,130,139,140,2784,141,175,144,157,3665,10000664,966,3336,201,1000006,1000005,202,2779,923,924,3342,834,835,2578,836,857,849,850,848,1137,2453,2452"
10,340,4,0.165,13min 24s,58km/h,16min 18s,48km/h,31,500,4200,2006,62200,0.013km,3.776km,0.387km,11.993km,76,3152,905,28046,18km/h,120km/h,47km/h,1s,1min 53s,20s,10min 29s,2s,1min 54s,22s,11min 22s,"10000658,3081,2649,130,139,140,2784,141,175,144,157,3665,10000664,966,3336,201,1000006,1000005,202,2779,923,924,3342,834,835,2578,836,857,849,850,3301","3064,10000658,3081,2649,130,139,140,2784,141,175,144,157,3665,10000664,966,3336,201,1000006,1000005,202,2779,923,924,3342,834,835,2578,836,857,849,850"
10,340,5,1456.0,13min 18s,59km/h,16min 18s,48km/h,29,500,4200,2059,59700,0.013km,3.776km,0.418km,12.120km,143,3152,953,27627,18km/h,120km/h,48km/h,1s,1min 53s,22s,10min 44s,2s,1min 54s,25s,11min 51s,"3404,130,139,140,2784,141,175,144,157,3665,10000664,966,3336,201,1000006,1000005,202,2779,923,924,3342,834,835,2578,836,857,849,850,3301","3077,3404,130,139,140,2784,141,175,144,157,3665,10000664,966,3336,201,1000006,1000005,202,2779,923,924,3342,834,835,2578,836,857,849,850"
10,340,6,0.045,13min 21s,60km/h,16min 18s,49km/h,27,500,4200,2130,57500,0.013km,3.776km,0.450km,12.152km,77,3152,966,26075,18km/h,120km/h,49km/h,1s,1min 53s,24s,10min 48s,2s,1min 54s,26s,11min 46s,"138,3351,3350,2754,145,144,157,3665,10000664,966,3336,201,1000006,1000005,202,2779,923,924,3342,834,835,2578,836,857,849,850,3301","137,138,3351,3350,2754,145,144,157,3665,10000664,966,3336,201,1000006,1000005,202,2779,923,924,3342,834,835,2578,836,857,849,850"
10,350,1,6141.0,5min 7s,31km/h,6min 17s,25km/h,8,500,800,575,4600,0.055km,0.365km,0.202km,1.616km,133,363,209,1670,27km/h,29km/h,28km/h,7s,44s,24s,3min 14s,7s,45s,26s,3min 25s,"2645,153,3111,154,2632,155,237,3126","3064,2645,153,3111,154,2632,155,237"
10,350,2,39740.0,5min 16s,30km/h,6min 17s,25km/h,8,500,800,575,4600,0.066km,0.365km,0.175km,1.399km,133,363,207,1659,27km/h,29km/h,29km/h,8s,44s,21s,2min 48s,8s,45s,22s,2min 55s,"2642,153,3111,154,2632,155,237,3126","3412,2642,153,3111,154,2632,155,237"
10,360,1,60172.0,4min 21s,30km/h,5min 2s,26km/h,9,500,800,533,4800,0.066km,0.252km,0.151km,1.355km,60,295,191,1715,25km/h,30km/h,28km/h,8s,30s,18s,2min 43s,9s,35s,19s,2min 53s,"138,3351,162,3338,151,147,209,2761,2764","137,138,3351,162,3338,151,147,209,2761"
10,360,2,14458.0,4min 21s,32km/h,5min 2s,28km/h,12,500,2000,675,8100,0.017km,0.252km,0.126km,1.506km,53,290,191,2293,26km/h,30km/h,29km/h,2s,30s,15s,3min 1s,2s,35s,16s,3min 11s,"138,3351,3350,2754,3337,2756,2755,1000025,147,209,2761,2764","137,138,3351,3350,2754,3337,2756,2755,1000025,147,209,2761"
10,370,1,4314.0,5min 51s,31km/h,7min 11s,25km/h,18,500,4200,1594,28700,0.013km,0.379km,0.134km,2.403km,143,3152,1086,19542,18km/h,60km/h,31km/h,1s,45s,13s,3min 58s,2s,47s,17s,5min,"3404,130,139,140,2784,141,175,144,157,3665,10000664,966,3336,201,1000006,1000005,202,1025","3077,3404,130,139,140,2784,141,175,144,157,3665,10000664,966,3336,201,1000006,1000005,202"
10,370,2,3945.0,5min 57s,29km/h,7min 11s,24km/h,20,500,4200,1560,31200,0.013km,0.237km,0.114km,2.276km,76,3152,998,19961,18km/h,60km/h,31km/h,1s,26s,11s,3min 43s,2s,33s,14s,4min 31s,"10000658,3081,2649,130,139,140,2784,141,175,144,157,3665,10000664,966,3336,201,1000006,1000005,202,1025","3064,10000658,3081,2649,130,139,140,2784,141,175,144,157,3665,10000664,966,3336,201,1000006,1000005,202"
10,380,1,9009.0,9min 23s,33km/h,12min 6s,25km/h,30,500,4200,1517,45500,0.013km,0.419km,0.140km,4.190km,76,3152,978,29344,18km/h,60km/h,32km/h,1s,50s,13s,6min 17s,2s,1min,16s,8min 9s,"10000658,3081,2649,130,139,140,2784,141,175,144,157,3665,10000664,966,3336,201,1000006,1000005,202,2779,923,1000004,3120,913,2821,1000002,2819,914,915,1010915","3064,10000658,3081,2649,130,139,140,2784,141,175,144,157,3665,10000664,966,3336,201,1000006,1000005,202,2779,923,1000004,3120,913,2821,1000002,2819,914,915"
10,380,2,10276.0,8min 22s,33km/h,12min 6s,22km/h,22,500,4200,1723,37900,0.013km,0.362km,0.170km,3.749km,77,3152,1153,25362,18km/h,60km/h,33km/h,1s,32s,15s,5min 36s,2s,59s,20s,7min 14s,"138,3351,3350,2754,145,144,157,3665,10000664,966,3336,201,1000006,1000005,202,2779,923,1000004,3120,913,2821,3250","137,138,3351,3350,2754,145,144,157,3665,10000664,966,3336,201,1000006,1000005,202,2779,923,1000004,3120,913,2821"
10,390,1,11228.0,10min 7s,27km/h,11min 27s,24km/h,17,500,2600,818,13900,0.012km,0.813km,0.235km,4.001km,151,1556,325,5517,16km/h,41km/h,28km/h,1s,1min 38s,28s,7min 54s,2s,1min 41s,30s,8min 35s,"2645,136,152,1000045,149,148,205,3129,207,2796,1000022,215,222,2817,926,906,3158","3064,2645,136,152,1000045,149,148,205,3129,207,2796,1000022,215,222,2817,926,906"
10,390,2,19384.0,9min 23s,28km/h,11min 26s,23km/h,16,500,2600,838,13400,0.012km,0.513km,0.217km,3.470km,151,1556,337,5395,16km/h,41km/h,28km/h,1s,1min 2s,26s,6min 50s,2s,1min 8s,28s,7min 32s,"2645,136,152,1000045,149,148,205,3129,207,2796,1000022,215,222,2817,926,3150","3064,2645,136,152,1000045,149,148,205,3129,207,2796,1000022,215,222,2817,926"
10,400,1,16678.0,12min 27s,37km/h,15min 39s,30km/h,30,500,4200,1500,45000,0.013km,2.233km,0.225km,6.748km,143,3152,988,29653,18km/h,60km/h,33km/h,1s,2min 41s,19s,9min 25s,2s,2min 55s,23s,11min 40s,"3404,130,139,140,2784,141,175,144,157,3665,10000664,966,3336,201,1000006,1000005,202,2779,923,1000004,3120,913,2821,1000002,2819,914,905,903,904,1000510","3077,3404,130,139,140,2784,141,175,144,157,3665,10000664,966,3336,201,1000006,1000005,202,2779,923,1000004,3120,913,2821,1000002,2819,914,905,903,904"
10,410,1,6407.0,13min 30s,30km/h,14min 24s,28km/h,25,500,2600,1172,29300,0.012km,1.433km,0.248km,6.193km,63,1556,439,10965,27km/h,49km/h,37km/h,1s,2min 52s,26s,10min 40s,1s,2min 52s,27s,11min 7s,"2645,136,152,1000045,149,148,205,3129,207,2796,1000022,215,222,224,3328,227,228,2815,1000019,2637,230,2811,232,900,3234","3064,2645,136,152,1000045,149,148,205,3129,207,2796,1000022,215,222,224,3328,227,228,2815,1000019,2637,230,2811,232,900"
10,420,1,38102.0,9min 22s,30km/h,11min 33s,24km/h,16,500,2600,988,15800,0.012km,0.484km,0.205km,3.274km,109,1556,357,5714,27km/h,46km/h,31km/h,1s,58s,23s,6min 12s,2s,1min 2s,24s,6min 29s,"2645,136,152,1000045,149,148,205,3129,207,2796,1000022,215,222,224,2816,3156","3064,2645,136,152,1000045,149,148,205,3129,207,2796,1000022,215,222,224,2816"
10,430,1,6363.0,13min 38s,38km/h,14min 37s,35km/h,26,500,2600,1208,31400,0.012km,1.146km,0.276km,7.173km,151,1556,438,11380,27km/h,70km/h,40km/h,1s,1min 1s,24s,10min 11s,1s,1min 2s,25s,10min 38s,"2645,136,152,1000045,149,148,205,3129,207,2796,1000022,215,222,224,3328,227,228,2815,1000019,2637,230,2811,232,2557,10000679,1390","3064,2645,136,152,1000045,149,148,205,3129,207,2796,1000022,215,222,224,3328,227,228,2815,1000019,2637,230,2811,232,2557,10000679"
10,430,2,0.082,11min 43s,32km/h,14min 37s,26km/h,21,500,2600,1310,27500,0.012km,0.494km,0.252km,5.293km,151,1556,530,11129,27km/h,50km/h,36km/h,1s,58s,24s,8min 25s,2s,1min 2s,26s,8min 57s,"2645,136,152,1000045,149,148,205,3129,207,2796,1000022,215,222,224,3328,227,228,229,2810,2556,3371","3064,2645,136,152,1000045,149,148,205,3129,207,2796,1000022,215,222,224,3328,227,228,229,2810,2556"
10,440,1,6927.0,13min 44s,30km/h,14min 53s,28km/h,24,500,2600,1108,26600,0.012km,0.494km,0.268km,6.436km,151,1556,468,11233,27km/h,47km/h,32km/h,1s,58s,28s,11min 24s,2s,1min 2s,31s,12min 13s,"2645,136,152,1000045,149,148,205,3129,207,2796,1000022,215,222,224,3328,227,228,229,1000407,1000408,2385,1000409,1000410,1000411","3064,2645,136,152,1000045,149,148,205,3129,207,2796,1000022,215,222,224,3328,227,228,229,1000407,1000408,2385,1000409,1000410"
10,440,2,0.036,12min 38s,33km/h,14min 53s,28km/h,21,500,2600,1271,26700,0.012km,0.494km,0.260km,5.462km,151,1556,528,11081,27km/h,48km/h,35km/h,1s,58s,25s,8min 50s,2s,1min 2s,27s,9min 25s,"2645,136,152,1000045,149,148,205,3129,207,2796,1000022,215,222,224,3328,227,228,229,2810,2556,3348","3064,2645,136,152,1000045,149,148,205,3129,207,2796,1000022,215,222,224,3328,227,228,229,2810,2556"
10,450,1,5663.0,9min 23s,31km/h,13min 8s,22km/h,13,500,1000,685,8900,0.055km,0.704km,0.268km,3.482km,93,1353,369,4791,14km/h,34km/h,28km/h,7s,1min 24s,29s,6min 18s,7s,1min 50s,37s,8min 2s,"2645,153,3111,154,2632,155,237,218,219,960,3327,3326,3174","3064,2645,153,3111,154,2632,155,237,218,219,960,3327,3326"
10,450,2,4277.0,9min 33s,31km/h,13min 8s,22km/h,15,500,1000,793,11900,0.066km,0.704km,0.235km,3.520km,133,1353,472,7082,14km/h,43km/h,31km/h,8s,1min 24s,23s,5min 48s,8s,1min 50s,31s,7min 40s,"2642,153,3111,154,2632,155,237,218,219,960,3327,3173,319,318,1000106","3412,2642,153,3111,154,2632,155,237,218,219,960,3327,3173,319,318"
10,450,3,10562.0,9min 39s,29km/h,13min 8s,21km/h,15,500,1000,727,10900,0.066km,0.704km,0.257km,3.857km,133,1353,415,6226,14km/h,38km/h,30km/h,8s,1min 24s,27s,6min 46s,8s,1min 50s,34s,8min 36s,"2642,153,3111,154,2632,155,237,218,219,960,3327,3173,319,2742,320","3412,2642,153,3111,154,2632,155,237,218,219,960,3327,3173,319,2742"
10,450,4,1094.0,9min 32s,30km/h,13min 8s,22km/h,13,500,1000,685,8900,0.066km,0.704km,0.251km,3.265km,93,1353,368,4780,14km/h,34km/h,28km/h,8s,1min 24s,27s,5min 52s,8s,1min 50s,35s,7min 32s,"2642,153,3111,154,2632,155,237,218,219,960,3327,3326,3174","3412,2642,153,3111,154,2632,155,237,218,219,960,3327,3326"
10,450,5,0.119,9min 24s,31km/h,13min 8s,23km/h,15,500,1000,793,11900,0.055km,0.704km,0.249km,3.737km,133,1353,473,7093,14km/h,43km/h,31km/h,7s,1min 24s,25s,6min 14s,7s,1min 50s,33s,8min 10s,"2645,153,3111,154,2632,155,237,218,219,960,3327,3173,319,318,1000106","3064,2645,153,3111,154,2632,155,237,218,219,960,3327,3173,319,318"
